pair_id,time,open,high,low,close,volume
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:28:00,0.0017223352149555162,0.0017223352149555162,0.0017138778672246755,0.0017138778672246755,100.58805316484134
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:29:00,0.0017138778672246755,0.0017164144678041174,0.0017138778672246755,0.0017164144678041174,24.310327677722704
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:30:00,0.0017164144678041174,0.0017223297972217132,0.0017142642478950641,0.0017223297972217132,57.363605250584776
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:31:00,0.0017223297972217132,0.0017223297972217132,0.0017116094214326063,0.0017116094214326063,63.951556564228774
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:32:00,0.0017116094214326063,0.001712375276107898,0.0017106408966569924,0.0017106408966569924,107.30699634253783
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:33:00,0.0017106408966569924,0.0017192110312371405,0.0017106408966569924,0.0017192110312371405,79.92121345552611
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:34:00,0.0017192110312371405,0.0017204217526752604,0.0017188851344686268,0.0017204217526752604,26.419863470102513
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:35:00,0.0017204217526752604,0.0017208635481780216,0.0017204217526752604,0.0017208635481780216,18.250900597311684
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:37:00,0.0017208635481780216,0.0017244440614899168,0.0017208635481780216,0.0017244440614899168,28.048223112167367
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:38:00,0.0017244440614899168,0.0017249993632441625,0.0017244440614899168,0.0017249993632441625,29.46107919974031
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:40:00,0.0017249993632441625,0.0017249993632441625,0.0017218465061379226,0.0017229663589930983,97.47064004762757
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:42:00,0.0017229663589930983,0.001726725496844755,0.0017229663589930983,0.001726725496844755,62.14308454523818
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:44:00,0.001726725496844755,0.0017295771968374395,0.0017205900519607783,0.0017205900519607783,71.48887627677045
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:47:00,0.0017205900519607783,0.0017282677258249057,0.0017205900519607783,0.0017282677258249057,45.519971578278145
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:48:00,0.0017282677258249057,0.0017282677258249057,0.001717489058856604,0.001717489058856604,24.208528558391965
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:49:00,0.001717489058856604,0.0017176771003430515,0.0017169668943718527,0.0017176771003430515,51.48931814258742
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:51:00,0.0017176771003430515,0.0017181960886873758,0.0017176771003430515,0.0017181960886873758,0.21577765409936076
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:52:00,0.0017181960886873758,0.0017290480659407832,0.0017181960886873758,0.001719391419120853,55.795087466058305
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:53:00,0.001719391419120853,0.0017287833967747374,0.001719391419120853,0.0017287833967747374,1.7722707348259636
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:56:00,0.0017287833967747374,0.0017289810347548688,0.0017274427085349564,0.0017289810347548688,99.05062589230009
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:57:00,0.0017289810347548688,0.0017289810347548688,0.001718709634773416,0.0017284466108648095,60.28385640460821
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:58:00,0.0017284466108648095,0.0017284466108648095,0.0017207178092663359,0.0017207178092663359,11.063125297751508
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 19:59:00,0.0017207178092663359,0.0017295947382787748,0.0017207178092663359,0.0017295947382787748,65.17881879987844
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:01:00,0.0017295947382787748,0.001732105449091884,0.0017295947382787748,0.001732105449091884,118.25382729671527
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:03:00,0.001732105449091884,0.001732105449091884,0.0017196158684503317,0.0017196158684503317,646.8119967021053
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:04:00,0.0017196158684503317,0.0017196158684503317,0.0016939931531052643,0.001695120503831042,1225.363035451402
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:05:00,0.001695120503831042,0.0016965061193738458,0.0016944264305252452,0.0016965061193738458,21.679622642901183
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:06:00,0.0016965061193738458,0.0017000773273589003,0.0016953101793848397,0.0017000773273589003,8.971097560482164
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:07:00,0.0017000773273589003,0.0017024708967187956,0.0017000773273589003,0.0017024708967187956,34.7681698370447
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:10:00,0.0017024708967187956,0.001707609106080363,0.0017024708967187956,0.001707609106080363,19.6747933206268
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:11:00,0.001707609106080363,0.001707609106080363,0.0017049259916258731,0.0017064426828661086,108.21288287457152
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:12:00,0.0017064426828661086,0.0017079959465804687,0.0017064426828661086,0.0017079959465804687,29.987234938164203
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:13:00,0.0017079959465804687,0.0017098230360489447,0.0017079959465804687,0.0017098230360489447,45.79084825009342
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:18:00,0.0017098230360489447,0.0017098230360489447,0.0017029305539149825,0.0017029305539149825,36.422752069471954
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:20:00,0.0017029305539149825,0.0017135435681476226,0.0017027551028737887,0.0017135435681476226,59.059385583181104
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:22:00,0.0017135435681476226,0.0017190614584409183,0.0017135435681476226,0.0017190614584409183,44.93815908774665
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:23:00,0.0017190614584409183,0.0017190614584409183,0.0017108640977829591,0.0017108640977829591,44.24520975872075
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:24:00,0.0017108640977829591,0.0017108640977829591,0.0017086115787322545,0.0017086115787322545,51.4223383139942
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:26:00,0.0017086115787322545,0.0017174893061072717,0.0017086115787322545,0.0017174893061072717,30.1781917455506
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:27:00,0.0017174893061072717,0.0017174893061072717,0.001704487247689368,0.001704487247689368,58.61447236447869
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:29:00,0.001704487247689368,0.0017148843678501011,0.001704487247689368,0.001705699032467023,114.10173945865988
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:30:00,0.001705699032467023,0.0017183386174714733,0.001705699032467023,0.0017183386174714733,4.098155333771476
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:31:00,0.0017183386174714733,0.0017183386174714733,0.001704782715147604,0.001704782715147604,137.05631160768246
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:32:00,0.001704782715147604,0.0017050532086851384,0.001704782715147604,0.0017050532086851384,7.562543945716196
BuX9TN5doE5hCqpcmqMKYkidXC8zgBK5wHHKujdaAbiQ,2025-08-29 20:33:00,0.0017050532086851384,0.0017104311222572606,0.0017015850915873204,0.0017015850915873204,70.84726108620893
